
============================================================
[2026-01-21T13:52:11.790063] Starting download for task 110
Command: /usr/bin/python3 main.py -c https://samsungu.udemy.com/course/cisco-ccna-200-301-training/ -b BXkdOY7L4dK19hrNj1GnplHFHoMbkXpiLlSn9dcU -o Staging_Download/Task_110 -q 720 --download-captions --download-assets --download-quizzes --concurrent-downloads 10 --continue-lecture-numbers
============================================================

============================================================
[LOGGING MODULE] Starting download process
============================================================
[01:52:12] [udemy-downloader] [pre_run:394] INFO: Output directory set to /root/project/server/udemy_dl/Staging_Download/Task_110
[01:52:12] [udemy-downloader] [pre_run:404] WARNING: > Keyfile not found! You won't be able to decrypt any encrypted videos!
[01:52:13] [udemy-downloader] [visit:1203] INFO: Visit request successful
[01:52:13] [udemy-downloader] [main:2044] INFO: > Fetching course information, this may take a minute...
[01:52:14] [udemy-downloader] [_handle_pagination:914] INFO: > Downloading data page 2/2
[01:52:15] [udemy-downloader] [main:2047] INFO: > Course information retrieved!
[01:52:15] [udemy-downloader] [main:2052] INFO: > Fetching course curriculum, this may take a minute...
[01:52:23] [udemy-downloader] [_handle_pagination:914] INFO: > Downloading data page 2/2
[01:52:25] [udemy-downloader] [main:2076] INFO: > Course curriculum retrieved!
[01:52:25] [udemy-downloader] [main:2107] INFO: > Processing course data, this may take a minute. 
[01:52:25] [udemy-downloader] [main:2151] INFO: Processing 2 of 125
[01:52:25] [udemy-downloader] [main:2151] INFO: Processing 3 of 125
[01:52:25] [udemy-downloader] [main:2151] INFO: Processing 4 of 125
[01:52:25] [udemy-downloader] [main:2151] INFO: Processing 5 of 125
[01:52:25] [udemy-downloader] [main:2151] INFO: Processing 6 of 125
[01:52:25] [udemy-downloader] [main:2151] INFO: Processing 7 of 125
[01:52:25] [udemy-downloader] [main:2151] INFO: Processing 8 of 125
[01:52:25] [udemy-downloader] [main:2151] INFO: Processing 9 of 125
[01:52:25] [udemy-downloader] [main:2151] INFO: Processing 10 of 125
[01:52:25] [udemy-downloader] [main:2151] INFO: Processing 11 of 125
[01:52:25] [udemy-downloader] [main:2151] INFO: Processing 12 of 125
[01:52:25] [udemy-downloader] [main:2151] INFO: Processing 13 of 125
[01:52:25] [udemy-downloader] [main:2151] INFO: Processing 14 of 125
[01:52:25] [udemy-downloader] [main:2151] INFO: Processing 15 of 125
[01:52:25] [udemy-downloader] [main:2151] INFO: Processing 16 of 125
[01:52:25] [udemy-downloader] [main:2151] INFO: Processing 17 of 125
